Function Name,Total Self (ms),Avg Self (ms),Call Count,Top Location,Top Self (ms)
"Identifier: ""$geoip_longitude""",0.071,0.071,1,../core/src/analytics.events.ts:11070:6,0.071
"Identifier: ""$insert_id""",0.071,0.071,1,../core/src/analytics.events.ts:276:6,0.071
"Identifier: typeof import(""/home/ssal",0.069,0.069,1,../../node_modules/@redis/client/dist/lib/client/commands.d.ts:363:19,0.069
JSONParse,0.065,0.065,1,../core/src/db.ts:30:10,0.065
Identifier: boolean,0.059,0.030,2,../core/src/message.ts:125:11,0.040
findServerByIdWithChannels,0.036,0.036,1,src/router/dashboard.ts:111:26,0.036
"StringLiteral: ""$insert_id""",0.029,0.029,1,../core/src/analytics.events.ts:278:10,0.029
"Identifier: ""Helpful Feedback Click""",0.027,0.027,1,../core/src/analytics.events.ts:106:27,0.027
Identifier: <TTableName extends strin,0.021,0.021,1,../../node_modules/drizzle-orm/relations.d.ts:199:81,0.021
"Identifier: ""survey dismissed""",0.018,0.018,1,../core/src/analytics.events.ts:6853:21,0.018
"Identifier: ""Add To Server Click""",0.017,0.017,1,../core/src/analytics.events.ts:10996:24,0.017
"Identifier: ""$host""",0.003,0.003,1,../core/src/analytics.events.ts:6995:6,0.003
"StringLiteral: ""$geoip_longitude""",0.000,0.000,1,../core/src/analytics.events.ts:11072:10,0.000
